Cover_Thickness_mm,Reinforcement_Diameter_mm,Water_Cement_Ratio,Temperature_K,Relative_Humidity_pct,Chloride_Ion_Content_kgm3,Time_Years,log_Corrosion_Rate_uAcm2
31.504336461757216,20.406784233781504,0.39183945362386163,311.8040539828928,78.95108078145296,5.720159786244905,0.33711182985952315,0.3074854350418079
21.245199972750598,14.05504124117293,0.6411534327938428,292.0126553953653,99.50862592678969,0.22448323400452855,0.29837813019109677,0.5364939553097191
9.669106702918691,13.891052675944438,0.34518227701517135,297.5804029499568,54.495918572077755,0.21729475554225586,0.3031639390558012,0.3067498710039088
69.60379163073024,15.198254179125007,0.43006611647671983,293.1902137038314,74.60250448961999,4.9826711325059,0.9970784392054081,0.24059125108114338
51.25052368089773,19.92184194992513,0.4062091718028345,306.2770039030746,79.84102204720197,5.871188494539308,0.34232607114929453,0.23111251461386534
66.45028783290427,20.268348051754113,0.45132556678100233,295.98386689235684,75.29662159043566,11.908070063939835,15.77641307869055,0.1906211860545892
20.25658917393853,14.137993274068766,0.5526173541322655,284.21767030902635,62.51452208524281,0.21336386296107238,0.3072174150080198,0.18148871007338638
50.194135651915985,20.60489392709941,0.2994910940298187,310.7592228754286,83.697950195017,5.752979116169614,0.3426710513194297,0.3038021923387719
49.97988455526069,20.149969207626715,0.39904202609973344,302.980785043304,84.28809110997275,5.769906602432768,0.3463399509335104,0.285179694113079
69.94446606244475,15.348002183343798,0.41882738491690763,290.79323807004226,62.7698676133096,0.3527970021289486,0.9033295818482526,0.048791116549930874
67.3408193611377,20.136210687728905,0.39746846591589496,299.1516670115035,80.02971851165249,5.950468575777685,0.3478644282738696,0.3111551612373873
67.27050245618838,19.802424166479188,0.4693835990289092,284.6014975843196,74.06026506137447,12.234050884767461,16.352145709211133,0.062036330768635045
67.53629481246803,20.46689309495184,0.43888964970545685,285.73774370774424,75.77558400545749,12.307742694242462,15.93668370197424,0.22314435131388974
50.84247718541798,20.25260916514771,0.2953545395775776,312.70182290582903,81.12284014321128,5.9463917777615825,0.34137779460118634,0.29267036023119825
20.694527888068635,13.871847981140025,0.6318667014668764,326.8929020044182,45.212791568955694,0.23059548251233242,0.2913699416077742,0.26926425086941147
50.25432441654173,20.169897533675254,0.4100550289211243,290.783122606134,82.91484886112569,5.974854295009077,0.3579810230962472,0.29713797416431054
50.933508644666205,24.516049407544514,0.39528595406614986,296.185887185031,83.50944417423307,5.951228171247656,0.35175306398225825,0.3155411299745138
50.8386477635089,19.74471637265848,0.41047250076014996,302.86636999512723,80.30530855582028,5.924725550242238,0.35300023802866287,0.30232508828667787
50.21843618262635,19.8828860173456,0.41061497114940027,300.79921305743676,80.80285533318909,4.705910034575728,0.35330147572197096,0.2723153569349921
51.95747476871359,16.212018281919708,0.4169366414130862,293.2839329251914,71.69331141815114,0.7768951793721789,0.8709991834044731,0.10255749085176061
19.67403130630774,14.040724263120914,0.34808078953922095,275.81292364698055,64.13644546106349,0.23134836975348386,0.30533642874379796,0.1980316708433427
50.229913806313355,15.876790027043851,0.4213721267632389,291.82006883408246,72.2841815869574,0.6243356318248273,0.929390214841171,0.09894085365159477
20.766818215776265,13.41979322541043,0.3406045800661647,325.1996122538976,73.91069744317223,0.23176475724167966,0.29102726241575627,0.42853103250474633
47.952243897420885,20.09084034585923,0.4239126947110663,313.3530878360119,81.34746990884493,4.147518882956805,0.3534222279009286,0.41211031307826934
70.71785829261333,16.490148178210355,0.4195560089980571,285.64769304380275,62.972022252966255,0.3564516053030053,0.8602638482155568,0.05543565296144681
50.22830377225262,19.401487303408068,0.4126109588412433,313.52273059727247,80.76984112528665,5.684294480608467,0.33745274667969266,0.19474489983744056
51.11004850636059,20.36052400562788,0.4051211642925774,307.2513116440499,78.60896440419255,5.973699249797941,0.33895082103376095,0.32063389828060845
68.5422371726492,17.003686488704574,0.42242340081981655,282.17003961786827,61.67698663186632,0.3636729740690711,0.9025768946805166,0.053541714794879174
67.06017860877508,15.861717325642983,0.4466497594729363,300.1606422904303,77.65652959709371,5.058276417739644,0.9933537962833141,0.24059125108114338
53.29352780707876,16.268034180253068,0.4266563113877703,296.24979031121813,69.66923047755773,0.820052657023839,0.8924348478952868,0.159565422185894
68.46132154429425,15.963489952792367,0.44324689995154803,280.9180166440973,76.45048579334,2.509702936395001,0.8968450773937278,0.13627849089251615
50.27723329719803,19.94340217884723,0.4008525948121574,300.2886535234998,78.56847441089654,5.76082505119284,0.34002898548069066,0.3442993815876476
65.80881629972723,19.511449214621482,0.44376375115305994,288.83365532806414,72.49769457218493,12.336097429004726,15.92850874415649,0.05921280213847072
49.736194346401824,19.63987789930976,0.3958284692853482,310.69658611089477,79.58012280150909,5.871900527247163,0.35702354475755044,0.2911767090899129
50.26372188596172,19.803833221630107,0.3974060381699531,304.6501251288379,81.50678574083051,5.698498655949367,0.3496683457489607,0.30010533319080446
48.45095526845161,19.169944136824142,0.39554586097506955,319.94604992662624,78.52889920426084,5.694964238278995,0.3462690612188472,0.29267036023119825
19.937736726829122,14.505170069138199,0.3465094661007954,289.6353949351281,94.45201244520923,0.22851678476953047,0.2998313076819917,0.48057319902396844
48.66665846816089,19.66562675897345,0.4075340045098117,307.4157632536409,80.24343170630063,5.922922954826235,0.34436532030548733,0.31481146976677443
49.636383131116844,16.07830966925272,0.41007278655856905,299.2223457181877,70.0156891427075,1.390460892402516,0.875144283415136,0.10616109510856182
51.30649867445363,15.941807190744571,0.4385351149448982,301.6634003388144,70.01092943313031,2.4531113114759338,0.8918048742958988,0.25231470561446473
50.434422727661286,19.411937987030196,0.3985024317493071,307.97018631547286,78.77193505866043,6.500466883776426,0.3395640418020091,0.31481146976677443
19.9124674097768,13.923469065500951,0.35405384310704807,303.93785182928485,53.528400620196834,0.21885207394644374,0.29561073297228196,0.2546429935670787
67.20741792296502,19.719997419499606,0.453807854510547,286.2921239088271,75.76380324824866,12.02243786375241,16.278006162044555,0.04688454009686846
50.248589530277975,15.488870155976116,0.4084793269649094,292.52490964709335,73.1991590815885,0.6135979167461489,0.8778964639012579,0.06859372517199187
50.29470526891141,19.403784455622322,0.3985968575823857,284.01985359422105,78.23042935464876,5.778957214992323,0.34286316300378583,0.3667249727921867
20.2870784076977,14.05591460788817,0.3575958675081686,306.5016306464477,53.87388283366242,0.14091429540506975,0.29183330529184814,0.22314435131388974
65.14480234343758,20.349152718455453,0.4453559103086334,284.6422792428791,74.99323965955226,12.28584320742742,16.32713071167989,0.08434206755097555
10.242982620175244,14.4890169915663,0.3434530271485857,296.0503072747191,93.29844269529671,0.21703362091935752,0.29552364737983194,0.3906904991157676
19.93021356618372,13.859599212368101,0.35043053894713094,313.5419351404489,87.65848114538954,0.22956793974724587,0.3008812941081053,0.5833328725882974
48.90135406997697,20.05321944398919,0.39871578643521044,294.4200650480987,81.51747312407538,5.599352688678322,0.3456862179491958,0.30232508828667787
48.76589803524813,20.095319082010803,4.070550177653741,292.5357878172499,81.9276493445404,5.750592693503728,0.35339714911093445,0.30232508828667787
49.02929713741155,19.842919451807933,0.4008200101790383,328.37699765340477,81.41584416301023,5.628243110033404,0.3546303596641665,0.388658667757655
51.608236819729804,20.35096905873268,0.4057761258563016,308.8442521725006,78.30508034089422,4.114564230121552,0.34294003453656985,0.3852630810625224
19.93154768594748,14.363985530664921,0.6132893812458149,318.89159517186533,85.69920867961447,0.23079383551164856,0.29804987554587675,0.5098257240328274
50.05257045922079,20.181267946310317,0.4033232811954734,306.4105714956102,77.82195852935335,6.793822529658817,0.343305153003982,0.3220842238065319
49.87651222838204,19.845942736616408,0.3930602040687522,283.3191916803875,78.90144535287932,4.118410619345374,0.34629762976916906,0.39541544565510955
49.950599866053054,21.041343181714147,0.4002952249254773,308.8283355358563,81.49218508871158,5.8629844402891145,0.37109213254197754,0.24294696292380738
52.63335456313843,15.699571621914098,0.4180346510831352,278.6197741601912,71.28581384721709,0.8056008007624038,0.9940666688444043,0.08158090865098433
50.94389919302953,19.93005409352937,0.39483300959930234,288.91727453430207,80.4308175465833,6.691218864238621,0.3541728543192284,0.2889320409156027
20.030481855061733,14.494738169605691,0.6275554750650632,278.5340004404872,65.6955459377153,0.2300287725182913,0.3057461850318975,0.26773519975273324
66.54733811720342,20.627039652255537,0.44802281516362147,283.8086432859181,75.58708577017798,13.033273265488821,15.1065621431099,0.08342252810185069
70.04558715966752,15.821285896422,0.41513967819968556,280.1850576793201,62.254299229750714,0.7675110665708199,0.8961861010630656,0.06391426382951673
19.141658042583465,14.131426764745498,0.57055751585885,295.78461732430725,55.7534781163189,0.21235286463711792,0.30976078584730626,0.2889320409156027
51.314430604921206,16.256153020311515,0.46446970720819386,305.67206974697984,70.6962933153099,0.30365413316121564,0.9175603372861691,0.08617861367182415
49.74168454612221,19.459108731269417,0.39261712005526256,300.94526899304947,79.81541864363861,4.850452411704963,0.35119993615043293,0.26313396816958085
10.06951050463053,14.08103900908904,0.3466093512258051,330.745763670952,77.40955716517136,0.21597721968036923,0.2891402744338499,0.5164105987184245
63.40208653730032,20.18379593599605,0.4403459289633852,291.12457376073127,72.29907062283233,12.02628319180548,16.23547750488173,0.09166810093416668
19.531243927298505,14.350400867165668,0.34427761399329604,289.5650112113235,95.07876373508262,0.14018466981909844,0.2955052700964555,0.22713636939617873
49.65659741704545,19.863676609009076,0.4107629017307762,296.21472931632906,78.62931690831269,4.285932282499941,0.35051031844144515,0.25153740342010195
51.0346865998195,19.554091457996506,0.40917879427085374,295.67558650668946,76.60217478009409,2.7751105060830317,0.3431472994400666,0.2646700656021219
49.31419246809464,25.18693206824889,0.39690864314612834,314.2377331230984,80.16116865296446,6.0357000080128484,0.351544230971815,0.35417251547475354
50.93847744318867,20.25845389360638,0.4185332711652084,296.1791301166233,79.96557676404679,5.598062577756318,0.35196812562709445,0.135405510368267
48.66645073680701,20.4872982947861,0.40402477804259007,300.3771568796121,80.58822325830563,5.784376165726571,0.34461192582533584,0.4304835212782994
49.765382667581,20.49452459812235,0.4031303366263095,307.2969741577529,79.070773175802,5.740975662921946,0.3563691085006123,0.3220842238065319
19.979575599746166,13.979051850757614,0.6411624109475286,332.451647945778,76.76076834553275,0.22493056954918417,0.29509695810149666,0.5492773875072823
49.998702505173625,15.75432848668459,0.4052788570187853,281.6596939916538,68.88775678595665,0.7416428940316478,0.9741859768282376,0.07325139110719055
50.010100951768045,19.57673849259002,0.40701258253064276,307.7956341261702,81.06782177630684,5.961192736028396,0.36054770889238785,0.388658667757655
49.6824393236015,20.27397415910699,0.39134250790764125,295.5261546117854,77.88399880601767,5.662611208429203,0.3525513242479944,0.30010533319080446
51.45733915300149,16.037160235670214,0.46211643318436474,283.6073543096588,70.89947504955865,0.30749954630620785,1.042194134796027,0.053541714794879174
49.81535859191693,19.463384514592626,0.39879280986533,315.1126763339827,82.2576472518175,5.801823120701295,0.3649490847690538,0.388658667757655
48.45685003880396,20.720409778423246,0.3961966340184049,292.04576473995957,80.07799141894705,4.3798881623402695,0.35691259627987676,0.28292150892928913
30.014722796596693,20.123718602795293,0.4018174370778151,297.83773586443317,78.61040061218404,5.528659817784725,0.3525242470837272,0.3576751435722707
65.5296459415817,19.047252432229698,0.4356343981382013,274.75934560077786,78.29237839435045,12.333843548485197,16.004887402703915,0.07510840013015994
20.49631199709435,13.289748655017926,0.508399947139973,296.14993794732897,96.57021984680709,0.21324642848339906,0.30319881651304076,0.5013817706313266
69.33542225617741,16.91708154099106,0.4338646574475838,290.99436447537175,64.63249218637819,0.775760154910481,0.8428743246572971,0.06952699548399605
66.0528351469925,19.95467320443051,0.4639272283344715,285.02987287923133,73.02559369115853,12.555379388521262,16.198765246407156,0.1906211860545892
49.737208045366316,20.00939417837811,0.3904807802300393,309.9890517522578,80.98971053235252,4.32893185816805,0.3543488877268073,0.28216764591119936
49.87135428661721,19.62352553746697,0.5316044967779325,305.32232803536243,79.47662960648007,5.833089879194565,0.3454888837156702,0.18979439876217294
10.079170958459642,14.156533813382598,0.3511081090093804,309.3486510659198,80.94985500471084,0.21352830088058383,0.2926483017222405,0.5031972011962382
52.717908145074524,15.059290803351566,0.41912866631343254,293.5438078866107,68.47406204140037,0.6371428523093787,0.8854324631114384,0.08984161807615415
48.19829202295639,21.03815980582375,0.39697594184044566,309.56864945476116,78.18672171042644,5.536736103734895,0.33766307039817545,0.14323503463665888
20.004386774190177,13.697802016935794,0.34190985023756093,312.0170508530093,45.407210421748985,0.23153663642823796,0.29130139717444237,0.2468608591812206
9.911415142973382,13.479062579510382,0.34746418729063067,318.4259503731175,42.97794957057594,0.2070534698046826,0.3002856594065337,0.26390231183523766
52.428174784039804,20.413093068065947,0.40224953237623673,300.84331562551716,80.4348081606802,5.902388534454227,0.35554890496858965,0.25309140407937597
47.90124011469569,19.81984554337334,0.40743788561810634,295.9071703339319,79.94405735994198,5.815219818090169,0.34709040751090925,0.1612689986595899
50.088996378225055,15.936133313945465,0.42506997881242603,305.78950642236754,67.06247148297992,1.434570405564152,0.9930989206212575,0.08158090865098433
19.576725547486515,14.400779466579273,0.3452266831429242,283.9855650887253,68.25428579308345,0.14145500742868364,0.28777825624768394,0.13889286918825905
50.109434286946176,19.129496745689625,0.4012100367083382,279.92064759739236,85.6053540529834,5.680730795682232,0.35447112531467695,0.30232508828667787
49.12658943086476,24.619126668785498,0.4151962038206989,308.6668988839266,81.43405331659032,5.717011961945627,0.3497173174853975,0.3893364036848263
48.91077531115078,19.992787157492668,0.3989489064333646,275.1138174388298,79.59104606746207,5.824841379001479,0.3370639394192472,0.30232508828667787
71.4193511464934,15.315927303679317,0.42133895821361034,284.1033628883448,62.71928161727464,0.7732025933156441,0.8991293578739576,0.06297573812808376
50.39527103807164,20.723061775595447,0.40329737238739716,304.28123394561504,79.92106809302246,5.936343094303434,0.3546528166313315,0.30010533319080446
52.190688601542384,15.898257403954473,0.4089125184150242,279.3094854857736,69.07177767859153,0.7839694207243146,0.9811979305405277,0.08158090865098433
63.8303526248449,20.68806266552123,0.4570336547952,287.32081046345945,76.3003173758309,12.296894071208174,16.132894967769296,0.07325139110719055
50.309823716410975,19.253991396504084,0.41331688812152745,290.58127362145717,82.58822873134568,5.847415765554437,0.3347921030143246,0.09531108889482073
48.95794264303537,20.040338664187093,0.49298788005080585,306.90571635910726,78.6233894267988,5.804693247369605,0.36202968222261345,0.31481146976677443
19.817860488544284,14.181289899181753,0.5433558809589694,321.2131588047072,78.08262919298777,0.21910917389663312,0.30311698899311074,0.42983311517433437
52.4291500007141,15.467552464366385,0.417460139692242,287.8808807109578,70.24880696856539,2.528328973255544,0.8943161804822022,0.16636238395491756
50.028005278242524,20.48674044946202,0.39318079728681127,300.0257887118103,82.10101802742221,5.797765042943,0.3360720903978909,0.1266335319902466
49.53968750799432,19.50208129687494,0.3907384754765396,298.46247488300634,79.12646903075229,5.910201181122064,0.34898707475573426,0.26313396816958085
52.414724658077304,16.567652843868096,0.42685689369690744,289.67859608370304,70.37912075050502,0.7840447722966366,0.8967596680299661,0.1371507099864351
51.13991994068731,16.149290070731674,0.3987317895595687,296.46006553050654,71.49124548500872,1.409119518593791,1.0100100622903307,0.08892712410706623
50.302389453498556,20.32310450610083,0.39628992534817664,306.22495958616184,75.86982436409437,5.863646823513333,0.3500808070156694,0.3038021923387719
49.685214080618664,16.809146030857587,0.42199211100328005,309.7019275732263,69.06136533424223,0.6256344109924049,0.9243683391310309,0.11064741534181063
71.39238640215859,15.921794830597156,0.46969405932134006,287.0324310056699,63.52587212698802,0.29033044423810583,0.9941265210556454,0.05826985151975719
48.259921969313766,20.787006973620237,0.3871156203356145,307.835327876258,79.49668359267606,5.591551859736949,0.35820681465695947,0.2287287251527422
50.840587044452455,19.828352168563505,0.4037442352170835,309.66558107600486,80.01363627590855,5.699485128335397,0.34496149105808815,0.31481146976677443
19.757577004515326,14.67869842137184,0.5719217551698439,311.3144165487769,85.60747529421613,0.21870156992561493,0.30493068432078063,0.48489285750284344
50.822821981885824,16.19460999851792,0.414946195017675,301.38192525526745,69.6291310591185,1.4525697521092222,0.9608291011543829,0.14928256404182624
19.495749759383088,13.68436652754754,0.6402637218226023,300.7116844402741,55.647850205586195,0.2257293240507826,0.3089581874986648,0.3435904136096835
51.3860858066195,19.991831886518806,0.40925809708810984,307.1250332092713,79.5280859481541,6.08066466414575,0.3384128658557772,0.3414604888640534
48.79564665227957,15.48003714276458,0.44352405087876295,305.38819385831346,70.92685199145113,0.3013447663390265,0.8996103153179789,0.5423248722205415
65.23893963296776,18.945826228125785,0.4620469742043627,301.313109876817,76.20680714847315,11.844918291099715,15.53949738725665,0.11956012236869192
70.54075979778754,19.887823696975403,0.38842257979419403,307.58518943655315,78.33024775185262,5.517982663125985,0.34309609792566204,0.35276802184815703
49.27321354395963,20.094590318650162,0.3998395078259856,310.7294463780263,78.37057785955133,5.552108818638996,0.35024887931383986,0.30010533319080446
69.87423580524218,15.593366098204662,0.46323269724818217,306.0454138824258,74.81702886791936,2.457691474117956,0.9430313530202817,0.14063199854909883
51.0606413402639,20.055167916649417,0.4011753215582037,318.52715835406275,83.26414931941402,5.547621849458778,0.3480004203510887,0.31408127676623493
50.28016310363915,15.796461552812776,0.42740667971440954,314.4417811974551,68.56818477931552,2.459367946123711,0.9835686527453682,0.1906211860545892
70.73725500884143,16.511336459530863,0.4170661318499063,287.07253046286064,64.59914192080328,1.482202869665332,1.0266629811107064,0.08065882552625406
73.18781796371177,20.105415528075106,0.4086618784430989,314.9775245869491,75.25585014810554,5.9402432401412355,0.3689403438968284,0.440189188081346
51.448668100099496,15.920910821667412,0.4332767976642971,292.9143630628509,69.98037856316601,1.4072797711895186,0.9991331857317598,0.07973589137946144
52.88249646907146,15.435712271376861,0.42343898722061196,265.3253902685634,73.3919858923486,0.8097851826361568,0.9843825072265012,0.08158090865098433
19.65986088143083,14.106933536792708,0.3501130337669877,304.1140167160405,84.22034157615792,0.13921797845321446,0.30438760049606417,0.3940677374644011
48.58228694736721,20.4210915540395,0.4069807410401354,303.1255432712717,78.93059909293615,5.705581709066103,0.348434042425828,0.2986227543296027
52.24807095021914,20.22040859412887,0.4021722838877737,297.8031246460531,76.05873318875948,5.574342798342461,0.3375745206493455,0.2468608591812206
49.862216165691834,19.83312003244764,0.3953267841889584,285.664444925154,80.53622155892272,5.698745935605132,0.351092988434308,0.30232508828667787
72.8893865192493,15.758645326465283,0.4069411775426572,299.9035630380939,63.74981641745701,1.4016590141250092,0.9898931744389091,0.07045939561457634
49.484898678845354,19.58917509081363,0.38600979671772717,313.318140765154,81.57325315700058,2.6969251589700027,0.3448852338105121,0.2151121860682332
50.145619203892345,19.913342974251474,0.4073860111471825,308.6266328490809,81.06551288937703,5.725514380954065,0.3563782127146781,0.388658667757655
30.58136685524707,20.127957261821983,0.4118258637587895,293.98203253020466,82.33511367954448,5.717713283636279,0.34751491105371063,0.3074854350418079
19.92421381316162,13.879992867776089,0.6337079584344721,303.2551881180592,97.29764363410857,0.22793780729901503,0.3075485783211151,0.5364939553097191
9.605977847189335,13.891779944037467,0.34230839479803543,304.9711295016159,53.70264485010945,0.2128596016409668,0.29485450256478457,0.3067498710039088
68.7879109435369,16.176103629516778,0.42027281996147814,282.8088076208687,72.94035433932864,5.0188142085373775,0.9900831611209685,0.24059125108114338
50.90596858563916,20.466118745585405,0.4118310718986237,299.456226853785,78.38939508392734,5.854340025374643,0.3510712013596443,0.23111251461386534
62.61543897427077,20.325188370106588,0.4476053702871059,286.4847462487329,74.9260115668772,12.274175567459888,15.955641712894142,0.1906211860545892
20.07486000540903,14.226839500997052,0.5709945598569035,286.7861832353607,66.00180316272794,0.2128140810409254,0.2981276453282306,0.18148871007338638
47.04943920459937,19.42786833205873,0.2897547649805537,303.37406377362237,79.0469274734299,5.898778293046812,0.34327111851669734,0.3038021923387719
48.62308230638559,19.32603903643822,0.40154336689500136,287.91914862542205,78.19786742339079,5.818036827051043,0.3517538921909334,0.285179694113079
72.35841399683692,15.86625467692559,0.41022664093416256,271.4909541736181,62.66390168781343,0.34204455213120205,0.9033846878126358,0.048791116549930874
70.46508964500916,20.121373017829825,0.4150682004647373,287.42236010006434,78.8260068692724,5.717759640984771,0.34681809165051275,0.3111551612373873
65.76032835298885,20.487537553247094,0.4615591119729514,292.8025162287605,74.61630494192691,12.519422601281553,15.681009818447542,0.062036330768635045
66.98149851933344,20.228306321017687,0.4601727509025647,297.23417810648436,74.39758746940299,12.250518355739262,15.715735044792448,0.22314435131388974
48.64950334500101,18.892868407254962,0.2981316327208833,305.60980711500747,77.60187974937867,5.992803666098505,0.3378715761369083,0.29267036023119825
19.713328244153875,14.642288921294037,0.6394869678202219,303.97089730698985,44.41737653511041,0.22657457531109834,0.2933338171904133,0.26926425086941147
50.19694590018911,20.09076623447244,0.40462967069193473,296.87470137126303,78.77604403838663,5.86322886383168,0.33899385692776407,0.29713797416431054
49.05644959992968,25.132977351751506,0.41690456493056205,280.69040590876125,75.53541847459647,5.599263488857799,0.3510105857867692,0.3155411299745138
50.578416524988825,20.142857984598734,0.39822922649339704,286.0072277247772,79.01019228941435,5.788288481776226,0.35495863240923514,0.30232508828667787
48.33153731127966,19.888307269444006,0.407713585096204,314.4018942023546,78.24845532707026,5.069023634878359,0.356084891410449,0.2723153569349921
50.41548862234545,17.044379948616054,0.4429495633970002,308.1266528056006,71.14617747716703,0.7942514168552538,0.898440671553774,0.10255749085176061
20.55390319813673,13.600992055219024,0.3378693170696638,284.52698670972376,64.45395239908473,0.23130481404284925,0.3116661202672304,0.1980316708433427
52.59595677471957,15.907600907184317,0.41449990539776055,303.9734047654344,67.878457191055,0.6218233518799341,0.8608371001517253,0.09894085365159477
20.298771098533884,13.799997892104663,0.346354380026397,338.9323739464851,74.4032737014295,0.2280432255909764,0.3043775922525126,0.42853103250474633
47.52953373637541,19.85642131022243,0.4076791902858361,288.9844651271113,78.79478571051123,4.0287366307543655,0.3358107919197096,0.41211031307826934
67.9527362186717,16.038195192074525,0.42451086857621506,282.65169305945506,65.66991448360457,0.3497923413659206,0.889704265604717,0.05543565296144681
51.62785773829199,19.309173531327883,0.38348827137121,319.43301395221226,81.2948001204253,5.61850865608542,0.34850886746121706,0.19474489983744056
48.92074099873038,20.20256300290719,0.3699436615731383,293.91952980999855,77.52475553138412,5.829746906217472,0.3476514086245245,0.32063389828060845
68.56281953172937,16.09461737046443,0.434385499081663,293.9463475196111,63.36696285779234,0.3463216521805936,0.879815715941436,0.053541714794879174
68.49085541803346,15.79264979317342,0.4128408113300938,297.95942104547004,73.96205773257219,5.046080041129408,1.0063693155866764,0.24059125108114338
52.027618072307625,17.043769796766547,0.4158651029766869,313.00376255653396,69.11971868648581,0.8439417321128561,0.900200371868153,0.159565422185894
70.95727524058528,16.109179341711393,0.44814053938062565,298.88110408002603,74.53400927150341,2.406249822519818,0.9476441699699133,0.13627849089251615
50.69232456848909,19.56301857416755,0.41294324982918473,294.4844321912189,80.66679140034346,5.894475226996507,0.3552362021693299,0.3442993815876476
67.30508467297219,20.531639863803633,0.4430814095636031,280.6023525710615,74.66188270111608,12.24782502164495,15.957714576120743,0.05921280213847072
51.606923096551625,20.34585865969916,0.3999242555954101,315.025445226531,82.95792830297358,5.832884446613403,0.3319889034993465,0.2911767090899129
51.34756246618654,19.837656296291065,0.38526510156291743,291.8770769065006,78.94268210646854,5.8871702316811545,0.35912747787039917,0.30010533319080446
50.63841252153157,19.384356465585064,0.39679685790382063,327.279333214975,81.90007023146192,5.965170344501069,0.3538194149337437,0.29267036023119825
20.10976397996531,13.772094891971419,0.34430702084411186,298.2777529143124,96.6628375072091,0.22214357463041032,0.29482916554554284,0.48057319902396844
50.46522786659813,20.004606162869788,0.4012990286915959,315.83767072255057,82.09907699784384,6.001973546071253,0.32947820908895076,0.31481146976677443
52.20413858795925,15.73059946944498,0.42060077187086287,309.41819827633805,71.20533591896186,1.400304667098284,0.852905219853047,0.10616109510856182
51.21410212536233,16.48887787511852,0.44764846431071664,298.84064252469716,70.87485382298617,2.3052991020419547,0.9131798628094587,0.25231470561446473
51.50992351799568,20.44291891839535,0.38821581764179014,300.8190397805309,82.68008206805058,6.718415892158257,0.352093320323885,0.31481146976677443
19.15364108405298,14.067965918310787,0.35857455351696454,299.6237547590362,56.26664423354514,0.226223652621367,0.2898434773007015,0.2546429935670787
64.03861868866248,19.31027633958154,0.4446521302825222,276.30666471345114,75.47322565460406,12.158666684663974,16.50275651296712,0.04688454009686846
50.62449804359321,15.928195720723162,0.4109455260696126,287.153562727992,69.30606773265075,0.629199396071554,0.9166715280337533,0.06859372517199187
49.28990614892127,20.19613240794766,0.39534169780080464,289.6385025108708,79.42826463740062,5.715143310915232,0.3454287526067634,0.3667249727921867
20.092812332435017,13.484754907743703,0.3497524888877951,310.52153629538685,55.80644015400098,0.14561758307764247,0.3073637848517806,0.22314435131388974
61.339765627613005,19.92842200875845,0.4460801841946111,296.71501215396336,75.73367834446513,12.181671072328626,15.888817122160068,0.08434206755097555
10.3949403263762,13.805078183687517,0.346687075632388,293.1897723788143,92.66642803733015,0.216433226413358,0.2806734868749598,0.3906904991157676
19.89221762659332,13.426403424133628,0.35888160641109135,308.2674066846625,84.22335693285005,0.22564584962922685,0.2999930030975795,0.5833328725882974
50.213097174133466,19.93984255551953,0.4007996381393225,280.5968006703482,81.24945778454517,5.798838035615266,0.3435480790256058,0.30232508828667787
48.45177249870421,20.293784003090686,3.9096558560691514,285.56984192169244,78.6213770155243,5.674803808837474,0.3299248025629592,0.30232508828667787
49.2780365910678,19.719069560756765,0.38101462568218136,322.8277747452446,74.09047916542266,5.720829982192643,0.34742836620999384,0.388658667757655
48.48309952911093,19.34483844323658,0.38989699322539906,315.23298076716975,79.71518091495972,4.205857483288917,0.3541584423675164,0.3852630810625224
20.038288617666847,14.164803150771643,0.6408616912135399,312.70804880870475,84.41653155863996,0.23735842441529037,0.2968945533891129,0.5098257240328274
50.384372425272296,20.00917702742386,0.4023525788660893,306.76134726727963,77.06863388865298,6.714285938546366,0.34500331397113565,0.3220842238065319
50.186208495551696,19.760257435318845,0.40985116592607906,279.6145268267285,78.55664645448681,3.830149391703242,0.3625540419546089,0.39541544565510955
51.04296674028743,19.993674843438306,0.3965015427394445,296.80713416981826,77.23896694631895,5.841510312104655,0.3411427352010481,0.24294696292380738
52.37708358681179,15.974836239837764,0.4115366386501306,288.2015114895738,71.31632925516203,0.7615262134795762,0.952047149833886,0.08158090865098433
52.448877271048524,19.98824007351516,0.3770207442112173,299.72954622664713,79.75682002782568,6.562208333841599,0.35035057011063836,0.2889320409156027
19.793467848994496,13.24978131313928,0.6024828215194209,297.5941937660758,64.16675049498433,0.23043362059155897,0.2966012655835744,0.26773519975273324
64.09279087076682,20.278479110729407,0.4332686751667113,284.5526250695526,74.68225604137669,12.131191274831972,15.787910381468773,0.08342252810185069
71.59376195315473,15.489307616205613,0.41222624201845026,296.5894754986577,63.49870080275692,0.7788596269186236,0.8772648388370634,0.06391426382951673
19.970733980137208,13.602914412730891,0.5409249243917984,301.47536397101675,55.03082824407902,0.22369558348202795,0.29947587134135834,0.2889320409156027
50.48576482778101,16.061695153864093,0.42533244989396274,304.01716790008106,69.83866420447602,0.3045796251043969,0.9007352225831013,0.08617861367182415
50.37875430043286,19.581261126137804,0.40306773591780837,297.765020094144,80.97646204442799,4.964863025713679,0.35067186354595875,0.26313396816958085
10.19033449644237,13.868849451311483,0.36148213862021006,323.7622674291611,72.67893766993187,0.2136451384531068,0.2979604085307343,0.5164105987184245
62.64324517658212,19.443193278739884,0.46654591716646077,279.8106024058917,71.8302045267497,12.050582384982967,15.29310584713188,0.09166810093416668
20.026738596322783,13.87640341773208,0.36282140103945953,285.8822294468261,95.211581395824,0.13562827522807858,0.2996582972667967,0.22713636939617873
